"","seqn","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","ridexagy","dmdborn4","dmdeduc3","sialang","wtint","wtmec","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","dmdhhsiz","dmdfmsiz","dmdhhsza","dmdhhszb","dmdhhszf","dmdhrgnd","dmdhrage","dmdhrbr4","dmdhredu","dmdhrmar"
"1126",73042,2,2,10,3,1,10,1,4,1,46854.894838,48395.972127,13,1,14,14,3.25,4,4,1,1,2,1,41,1,4,1
"1127",73043,2,1,4,3,2,4,1,NA,1,35272.258259,35824.322818,9,1,8,8,1.67,5,5,3,0,2,2,32,1,5,1
"1128",73044,2,2,3,2,1,3,1,NA,1,32347.964347,34972.553135,2,1,2,2,0.31,3,3,1,0,2,2,20,1,2,6
"1129",73045,2,1,11,5,2,11,2,6,1,21158.909654,21885.104547,7,1,12,12,NA,6,6,0,2,2,1,50,2,1,1
"1130",73046,2,1,10,1,1,10,1,4,2,23297.958815,23574.629094,3,1,9,9,2,6,6,1,3,2,1,40,2,1,1
"1131",73047,2,1,4,4,2,4,1,NA,1,27327.278423,30453.634764,12,1,3,3,0.43,4,4,2,1,2,2,27,1,4,5
"1132",73048,2,1,3,4,2,3,1,NA,1,29381.538083,32174.984071,8,1,1,1,0.17,5,5,2,2,2,2,25,1,2,5
"1133",73049,2,1,15,3,2,15,1,9,1,40506.034683,42728.01325,9,1,12,12,NA,6,6,0,3,2,1,45,1,4,1
"1134",73050,2,2,11,4,2,11,1,5,1,20077.988353,21752.251187,12,1,6,6,1.57,3,3,0,2,2,2,42,1,3,5
"1135",73051,2,2,14,4,2,15,1,8,1,14557.192298,15420.914428,11,1,3,3,0.36,7,7,0,3,1,2,52,1,3,3
"1136",73052,2,1,3,3,1,3,1,NA,1,32233.649338,32879.800389,14,1,14,14,3.9,4,4,2,0,2,1,48,2,5,1
"1137",73053,2,1,4,4,1,4,1,NA,1,28735.980092,33264.60619,15,1,15,8,3.44,4,2,2,0,2,2,46,1,5,3
"1138",73054,2,1,6,3,1,6,1,0,1,37039.520653,38680.733897,14,1,15,15,3.7,5,5,2,1,2,1,36,1,5,1
"1139",73055,2,2,12,2,1,12,2,6,2,21948.373895,22061.051233,1,1,77,77,NA,6,6,1,2,2,1,36,2,3,1
"1140",73056,2,1,3,2,1,3,1,NA,2,18945.54655,18993.491304,1,1,5,3,0.39,7,6,3,1,2,1,42,2,1,6
"1141",73057,2,2,7,4,2,7,1,1,1,22890.522525,23130.752601,9,1,5,5,1.04,4,4,0,3,2,2,35,1,4,5
"1142",73058,2,1,6,1,1,6,1,0,2,27368.440757,28332.139347,13,1,3,3,0.71,3,3,0,2,2,1,44,2,1,4
"1143",73059,2,2,6,3,1,7,1,0,1,54686.954525,54338.183542,5,1,15,15,4.52,5,5,2,1,2,1,31,1,4,1
"1144",73060,2,1,4,3,1,4,1,NA,1,44183.801266,46483.610578,13,1,6,6,1.3,4,4,2,0,2,2,24,1,4,1
"1145",73061,2,2,9,5,1,9,1,3,1,47526.606045,48623.544805,3,1,9,9,1.94,6,6,0,3,2,1,56,2,4,1
"1146",73062,2,2,9,1,1,9,1,3,2,23715.79733,24135.890159,3,1,7,7,1.52,4,4,0,2,2,1,34,2,2,1
"1147",73063,2,2,9,5,2,9,2,1,1,16814.336977,20854.794611,10,1,9,9,1.17,7,7,1,4,2,1,36,2,3,2
"1148",73064,2,2,7,5,1,8,1,1,1,36766.437507,37152.291698,12,1,15,15,5,4,4,0,2,2,2,42,1,4,1
"1149",73065,2,1,11,3,1,11,1,4,1,35061.928256,43968.035759,14,1,15,15,5,7,7,0,4,2,2,40,1,5,1
"1150",73066,2,2,14,5,2,14,1,7,1,35270.278867,36126.689142,6,1,5,5,1.05,3,3,0,2,2,1,50,1,4,3
"1151",73067,2,1,14,3,1,14,1,7,1,26815.815498,28252.590384,1,1,8,8,2.17,4,4,0,2,2,2,39,1,4,1
"1152",73068,2,1,6,4,2,6,1,0,1,13430.25596,14062.997758,11,1,9,9,2,6,6,1,3,2,2,30,1,3,6
"1153",73069,2,1,13,3,1,13,1,6,1,82265.200268,86783.807465,4,1,15,15,4.81,5,5,0,2,2,1,51,1,4,1
"1154",73070,2,2,3,3,2,3,1,NA,1,50270.45673,51322.760746,9,1,7,7,1.74,4,4,2,0,2,1,32,1,3,6
"1155",73071,2,2,7,3,1,7,1,1,1,54629.134407,55890.003212,4,1,9,9,2.22,5,5,2,1,2,2,33,1,3,1
"1156",73072,2,2,11,4,2,11,1,5,1,12096.797931,13105.52544,11,1,8,8,3.37,2,2,0,1,2,2,32,1,3,77
"1157",73073,2,2,10,1,1,10,1,4,1,23715.79733,23848.480541,3,1,12,6,0.97,7,6,1,2,1,1,59,1,9,1
"1158",73074,2,2,7,3,2,7,1,1,1,32345.820938,33409.688656,12,1,12,12,NA,5,5,1,1,2,1,40,1,5,1
"1159",73075,2,1,5,1,2,5,1,NA,2,14312.746092,14575.599021,10,1,4,4,0.68,5,5,1,2,2,1,32,2,2,1
"1160",73076,2,1,13,3,2,13,1,6,1,38898.989886,39854.04686,6,1,15,15,5,5,5,0,3,2,2,45,1,5,1
"1161",73077,2,2,5,4,2,5,1,NA,1,26194.393879,27706.718143,12,1,7,7,2.81,2,2,1,0,2,2,26,1,4,5
"1162",73078,2,2,11,2,1,11,1,5,2,23664.751155,29234.735157,15,1,5,5,0.65,6,6,0,4,2,2,41,2,1,5
"1163",73079,2,2,6,1,1,6,1,0,1,43747.791147,43296.078232,5,1,3,3,0.44,5,5,1,2,2,2,40,2,3,1
"1164",73080,2,2,13,3,2,13,1,7,1,38767.821367,39919.923422,9,1,15,15,5,4,4,0,2,2,1,48,1,5,1
"1165",73081,2,1,10,2,2,10,1,3,2,12656.452575,13102.11207,10,1,8,8,1.61,6,6,1,2,2,1,34,2,3,1
"1166",73082,2,2,10,4,2,10,1,4,1,13153.346383,13816.663694,10,1,5,5,0.87,4,4,1,2,2,2,30,1,3,3
"1167",73083,2,2,13,1,1,13,1,7,1,24508.926604,24634.749164,3,1,7,7,2.2,3,3,0,2,2,2,45,1,4,3
"1168",73084,2,2,9,1,1,9,1,3,1,26311.039683,26458.242544,3,1,15,15,3.81,5,5,1,2,2,2,35,1,4,1
"1169",73085,2,2,8,4,2,8,1,2,1,20077.988353,21752.251187,12,1,3,3,0.62,3,3,0,1,1,1,60,1,2,1
"1170",73086,2,2,14,4,2,15,1,8,1,32241.837214,34070.210723,8,1,6,6,1.3,4,4,0,2,2,1,25,2,4,5
"1171",73087,2,2,8,1,1,8,1,0,2,23715.79733,23848.480541,3,1,9,9,2,6,6,1,3,2,1,40,2,1,1
"1172",73088,2,1,9,3,1,9,2,3,1,48952.665151,50571.516531,1,1,3,3,0.48,5,5,0,2,2,2,45,2,3,1
"1173",73089,2,1,6,1,1,6,1,1,2,33045.950141,33884.659195,2,1,5,5,0.87,4,4,0,2,2,1,31,2,1,1
"1174",73090,2,2,8,4,2,8,1,2,1,20983.755353,21505.753694,8,1,1,1,0.17,5,5,2,2,2,2,25,1,2,5
"1175",73091,2,1,4,1,1,4,1,NA,2,31932.567098,32751.697606,7,1,6,6,1.11,5,5,1,2,2,1,35,2,2,1
"1176",73092,2,1,14,5,1,14,1,8,1,46886.548568,49398.700977,2,1,15,15,5,4,4,0,2,2,2,45,1,5,1
"1177",73093,2,1,5,3,2,6,1,NA,1,35272.258259,35824.322818,9,1,4,4,0.79,3,3,2,0,2,2,25,1,3,3
"1178",73094,2,2,5,2,1,5,1,NA,2,18500.765574,20027.436328,1,1,3,3,0.52,4,4,1,1,2,2,59,2,1,3
"1179",73095,2,1,14,3,1,14,1,7,1,33055.844715,34826.956526,3,1,9,9,2.39,4,4,0,1,2,2,50,1,2,3
"1180",73096,2,2,4,1,1,4,1,NA,1,48337.884629,51637.524858,4,1,NA,3,0.68,4,3,1,2,2,2,29,1,3,5
"1181",73097,2,1,15,1,1,15,2,9,2,26484.560033,25840.993342,3,1,3,3,0.39,6,6,1,2,2,2,49,2,1,1
"1182",73098,2,1,4,3,2,4,1,NA,1,41389.190258,42218.871952,13,1,6,6,1.78,3,2,1,1,2,1,34,1,3,3
"1183",73099,2,2,10,3,1,10,1,3,1,52114.209299,51781.84623,5,1,15,15,4.63,5,5,0,3,2,2,46,1,5,1
"1184",73100,2,2,9,5,1,9,1,2,1,47526.606045,47895.595331,3,1,7,7,1.17,7,7,0,4,2,2,41,2,4,4
"1185",73101,2,2,3,2,1,3,1,NA,1,32347.964347,35017.296647,2,1,14,14,3.33,5,5,1,1,2,1,36,2,5,1
"1186",73102,2,2,13,3,1,13,1,7,1,27639.324592,28276.196404,1,1,15,15,5,4,4,0,2,2,1,49,1,5,1
"1187",73103,2,1,4,3,1,4,1,NA,1,59387.80535,60002.940872,4,1,3,3,0.43,4,4,1,1,2,2,26,1,2,1
"1188",73104,2,1,14,3,1,14,1,7,1,52684.108015,55506.890089,5,1,15,15,5,3,3,0,1,2,1,50,1,5,1
"1189",73105,2,1,3,3,1,3,1,NA,1,49472.31198,48545.505682,5,1,7,7,1.52,4,4,1,1,2,1,27,1,2,1
"1190",73106,2,1,12,4,2,12,1,5,1,14124.343189,14179.244533,7,1,7,7,1.03,7,7,1,1,2,1,50,1,5,1
"1191",73107,2,2,8,1,1,8,1,2,1,42586.859899,43396.678029,4,1,6,6,1.73,3,3,0,2,2,1,33,1,3,4
"1192",73108,2,1,3,3,2,3,1,NA,1,14246.869188,14532.459857,11,1,12,12,NA,5,5,2,1,2,1,36,1,5,1
"1193",73109,2,2,8,5,1,8,1,1,1,44524.155647,44991.42507,5,1,7,4,1.57,3,1,0,2,2,1,29,1,3,3
"1194",73110,2,2,12,3,1,12,1,6,1,31637.337327,32407.741429,3,1,14,14,3.47,4,4,0,2,1,1,56,1,2,3
"1195",73111,2,1,14,3,2,14,1,7,1,38167.805866,40261.519735,6,1,9,9,2.6,4,4,0,3,2,2,47,2,5,77
"1196",73112,2,1,8,1,1,8,1,2,2,33045.950141,33438.380754,2,1,13,13,NA,7,7,1,4,2,1,36,2,1,1
"1197",73113,2,2,6,3,2,6,1,0,1,41410.836674,41146.735329,8,1,15,15,4.52,6,6,2,2,2,1,50,1,5,1
"1198",73114,2,1,8,4,2,8,1,3,1,12087.230364,12747.263224,11,1,9,9,3.25,3,3,0,2,2,2,32,1,3,5
"1199",73115,2,1,11,4,2,11,1,5,1,15189.201871,15904.813169,10,1,15,15,3.7,5,5,1,2,2,1,50,2,5,1
"1200",73116,2,1,14,4,2,14,1,8,1,25271.445587,26278.88713,12,1,6,6,1.57,3,3,0,1,2,2,47,1,2,6
"1201",73117,2,2,10,2,2,10,1,3,1,24199.663423,24789.037051,8,1,7,7,2.1,3,3,0,2,2,2,38,1,4,5
"1202",73118,2,2,12,3,1,12,1,7,1,26539.751016,32958.090274,14,1,15,15,5,7,7,0,4,2,2,40,1,5,1
"1203",73119,2,2,13,3,2,13,1,7,1,24197.581654,25809.662242,12,1,9,9,3.14,3,3,0,1,2,2,40,1,4,1
"1204",73120,2,1,7,1,1,7,1,1,2,33045.950141,33841.362916,2,1,4,4,1,3,3,0,1,2,1,55,2,1,6
"1205",73121,2,1,7,4,2,7,1,1,1,21176.669897,22333.038857,8,1,7,7,1.44,5,5,0,3,2,1,44,1,4,1
"1206",73122,2,2,4,3,1,4,1,NA,1,45520.07474,48138.46066,13,1,4,4,0.65,4,4,2,0,2,1,29,1,3,1
"1207",73123,2,1,13,4,2,13,1,7,1,35735.073224,35684.570352,9,1,6,6,0.93,5,5,1,2,2,1,40,1,4,1
"1208",73124,2,2,12,1,1,12,1,5,1,50374.568393,49966.313463,4,1,NA,13,NA,4,1,1,2,2,2,29,1,3,5
"1209",73125,2,2,8,1,1,8,1,2,2,20616.946721,20732.292735,1,1,5,5,0.71,6,6,0,4,2,2,47,2,4,1
"1210",73126,2,1,11,1,1,11,1,6,1,27368.440757,28130.848527,13,1,5,5,0.74,5,5,0,3,2,2,30,1,4,1
"1211",73127,2,1,8,3,1,8,1,2,1,47620.447942,49730.499812,13,1,6,6,1.39,4,4,0,3,2,2,40,1,5,3
"1212",73128,2,1,15,4,2,15,1,9,1,13350.96758,16163.837035,11,1,9,9,1.57,7,7,1,4,2,2,56,1,3,5
"1213",73129,2,2,10,3,1,10,1,4,1,47526.606045,47983.147639,3,1,3,3,0.36,6,6,1,3,2,1,40,1,3,1
"1214",73130,2,1,14,1,1,15,2,8,2,32559.418914,39027.193794,13,1,7,7,0.75,7,7,1,4,2,1,45,2,1,1
"1215",73131,2,2,6,4,2,7,1,1,1,11460.124356,14455.335624,11,1,9,9,1.57,7,7,1,4,2,2,56,1,3,5
"1216",73132,2,2,14,5,1,14,2,8,1,28690.704504,30393.010547,14,1,15,15,3.7,5,5,0,3,2,1,42,2,5,1
"1217",73133,2,2,14,3,1,14,1,7,1,48051.141725,49158.347425,5,1,15,15,3.23,6,6,0,2,1,2,49,1,4,1
"1218",73134,2,1,15,3,1,15,1,8,1,52684.108015,53977.62039,5,1,15,15,4.44,5,5,1,2,2,1,42,1,5,1
"1219",73135,2,1,11,2,2,11,1,4,1,10250.275682,10565.495964,7,1,10,10,3.46,3,3,0,1,2,2,49,1,4,4
"1220",73136,2,1,14,2,2,14,1,7,1,30303.749232,29513.427387,6,1,4,4,0.65,5,5,0,4,2,2,34,2,2,3
"1221",73137,2,1,9,2,1,9,1,3,1,25431.339062,26326.828352,15,1,10,10,2.41,5,5,1,2,2,1,29,2,2,1
"1222",73138,2,2,6,3,1,6,1,0,1,54686.954525,54338.183542,5,1,3,3,0.48,5,5,1,2,2,1,26,1,4,1
"1223",73139,2,2,7,1,1,7,1,0,1,42586.859899,42825.121394,4,1,3,3,0.46,6,6,0,4,2,2,45,1,2,1
"1224",73140,2,2,10,2,1,10,2,4,2,26936.059281,28580.935731,15,1,99,99,NA,6,6,0,2,2,1,44,2,5,1
"1225",73141,2,2,10,2,2,10,1,55,1,26342.055679,26441.098202,6,1,5,5,0.56,7,7,3,3,2,2,30,1,3,6
"1226",73142,2,1,6,3,2,6,1,0,1,31559.340554,32723.574035,12,1,15,15,5,5,5,0,3,2,2,30,1,5,1
"1227",73143,2,2,8,4,2,8,1,2,1,11070.195016,11545.843443,11,1,15,15,5,5,5,1,2,2,1,39,1,5,1
"1228",73144,2,1,12,3,1,12,1,5,1,52684.108015,55506.890089,5,1,15,15,5,3,3,0,1,2,1,36,1,4,1
"1229",73145,2,2,8,4,2,8,1,2,1,11070.195016,11628.459945,11,1,4,4,0.78,4,4,0,2,2,1,51,1,2,1
"1230",73146,2,1,11,3,2,11,1,6,1,57691.429477,59988.178713,6,1,6,6,1.31,3,3,0,1,2,2,44,1,2,5
"1231",73147,2,1,6,1,1,6,1,0,2,33045.950141,33438.380754,2,1,2,2,0.3,5,5,1,2,2,1,46,2,1,6
"1232",73148,2,2,4,3,1,4,1,NA,1,102096.125254,103557.533602,4,1,9,9,2.39,4,4,2,0,2,1,36,1,4,1
"1233",73149,2,2,6,1,1,6,1,0,2,42586.859899,42825.121394,4,1,4,4,0.43,7,7,0,3,2,1,56,2,1,1
"1234",73150,2,2,4,1,1,4,1,NA,1,32347.964347,34556.100787,13,1,14,14,2.94,6,6,3,1,2,1,40,1,4,1
"1235",73151,2,2,5,3,1,5,1,NA,1,102096.125254,102324.372903,4,1,10,10,2.59,5,5,2,1,2,1,40,1,5,1
"1236",73152,2,2,11,2,2,11,1,5,2,29610.81468,30171.829994,8,1,12,5,1.18,7,3,0,2,2,1,43,NA,NA,3
"1237",73153,2,2,15,3,2,15,1,9,1,24197.581654,25809.662242,4,1,3,3,0.68,3,3,0,2,2,2,35,2,4,4
"1238",73154,2,1,9,3,1,9,2,3,1,35061.928256,37764.368488,14,1,9,9,1.57,7,7,0,2,2,2,18,2,4,NA
"1239",73155,2,2,7,2,1,7,1,1,2,20616.946721,20732.292735,1,1,5,3,0.39,7,6,3,1,2,1,42,2,1,6
"1240",73156,2,1,9,4,2,9,1,3,1,15189.201871,16018.620361,10,1,14,14,3.52,5,5,0,2,2,1,33,1,5,1
"1241",73157,2,1,11,3,2,11,1,5,1,35365.323803,36932.353742,12,1,7,7,1.52,4,4,0,2,2,1,51,1,4,1
"1242",73158,2,2,15,3,1,15,1,8,1,48051.141725,47803.986352,5,1,10,10,2.59,5,5,0,4,2,2,38,1,4,3
"1243",73159,2,1,13,2,1,13,2,7,2,27511.388447,27266.83511,14,1,4,4,0.46,7,7,2,3,2,2,42,2,3,1
"1244",73160,2,1,13,2,2,13,1,6,1,15057.004709,15501.525109,10,1,14,14,3.56,4,4,0,1,2,2,39,2,3,1
"1245",73161,2,1,10,2,1,10,1,4,2,22342.774946,23129.509597,15,1,4,4,0.65,4,4,0,3,2,2,35,2,3,4
"1246",73162,2,1,13,4,2,13,1,7,1,16555.646491,16573.31595,10,1,7,7,1.39,6,6,1,2,2,2,38,1,4,4
"1247",73163,2,1,12,1,1,12,1,6,1,38697.635998,37757.295304,2,1,77,77,NA,6,6,2,2,2,1,27,1,4,1
"1248",73164,2,1,5,3,1,5,1,NA,1,30084.739382,30469.786561,14,1,15,15,3.7,5,5,1,2,2,1,41,1,5,1
"1249",73165,2,2,12,3,1,12,1,7,1,38611.340653,41183.688321,13,1,5,5,1.05,3,3,0,1,2,1,24,1,3,1
"1250",73166,2,1,15,2,2,15,1,8,1,30303.749232,29959.952252,6,1,2,2,0.22,4,4,1,2,2,2,55,1,3,5
"1251",73167,2,1,7,5,2,7,1,1,1,28402.542845,29377.346456,7,1,12,12,NA,4,4,1,1,2,2,41,2,5,1
"1252",73168,2,1,10,3,2,10,1,4,1,43608.819267,46970.021389,13,1,6,6,1.78,3,3,0,1,2,1,29,1,2,1
"1253",73169,2,2,8,3,2,8,1,1,1,48683.085793,48372.605024,6,1,9,9,2.22,5,5,1,2,2,1,45,1,3,1
"1254",73170,2,2,4,2,2,4,1,NA,2,26909.41117,29282.578624,6,1,5,5,0.81,5,5,3,0,2,2,34,2,4,1
"1255",73171,2,2,14,2,1,14,1,7,1,28948.85588,30298.196274,15,1,5,5,0.87,4,4,0,1,1,1,67,2,2,1
"1256",73172,2,2,4,3,1,4,1,NA,1,65315.057418,65461.076753,4,1,5,5,0.65,6,6,3,1,2,2,22,1,2,1
"1257",73173,2,2,11,3,1,11,1,5,1,67411.98296,68059.543909,13,1,15,15,4.34,5,4,0,3,2,2,39,1,3,4
"1258",73174,2,2,5,4,2,5,1,NA,1,15960.491734,16955.006941,10,1,5,5,0.87,4,4,1,1,2,2,33,1,4,3
"1259",73175,2,2,12,4,1,12,1,6,1,28690.704504,30393.010547,14,1,6,6,1.3,4,4,0,3,2,2,56,1,5,77
"1260",73176,2,1,10,3,2,10,1,3,1,53417.990257,55544.609919,6,1,15,15,5,3,3,0,1,1,2,55,1,5,1
"1261",73177,2,2,12,2,2,12,1,6,2,10907.603208,10990.085788,11,1,5,5,0.74,5,5,0,3,2,2,44,2,5,6
"1262",73178,2,1,4,3,1,4,1,NA,1,49472.31198,48545.505682,5,1,9,9,2.22,5,5,2,1,2,1,42,1,5,1
"1263",73179,2,1,4,4,2,4,1,NA,1,29381.538083,32174.984071,8,1,15,15,5,6,6,1,3,2,2,36,2,5,1
"1264",73180,2,1,6,3,2,6,1,0,1,18127.520868,18796.250517,10,1,8,8,1.43,7,7,1,2,1,2,60,1,3,1
"1265",73181,2,2,14,3,2,14,1,8,1,32401.756638,33188.515296,8,1,15,15,5,7,7,0,3,2,2,44,1,5,1
"1266",73182,2,2,13,3,2,13,1,8,1,13970.586322,13898.727354,7,1,1,1,0.08,6,6,1,2,1,1,40,2,1,1
"1267",73183,2,2,9,3,2,9,1,2,1,47330.777855,47028.921551,13,1,77,77,NA,5,5,1,2,2,2,42,1,4,1
"1268",73184,2,1,3,3,2,3,1,NA,1,29281.783171,29868.761542,4,1,9,9,1.78,6,6,3,0,2,2,20,1,5,1
"1269",73185,2,1,7,3,1,7,1,1,1,37039.520653,38680.733897,14,1,15,15,5,4,4,0,2,2,1,38,1,5,1
"1270",73186,2,1,8,3,1,8,1,2,1,56320.954111,57490.625372,3,1,3,3,0.36,6,6,1,3,2,1,40,1,3,1
"1271",73187,2,2,8,1,2,8,2,2,2,10592.15686,10897.069123,11,1,5,5,0.74,5,5,2,1,2,1,34,1,1,1
"1272",73188,2,2,5,2,2,6,1,NA,2,13311.169988,14547.766581,10,1,4,4,0.65,4,4,1,1,2,1,30,2,3,1
"1273",73189,2,2,14,1,1,14,1,8,2,45337.111554,45511.63359,15,1,6,6,1,5,5,0,1,2,1,46,2,1,1
"1274",73190,2,1,6,3,2,6,1,0,1,53417.990257,55544.609919,6,1,15,15,5,3,3,0,1,2,1,54,1,5,1
"1275",73191,2,2,15,4,2,15,1,9,1,18446.289779,20298.089077,10,1,15,15,5,4,4,0,1,2,1,42,1,3,1
"1276",73192,2,2,3,3,1,3,1,NA,1,62308.191582,61458.849214,5,1,15,15,4.69,4,4,1,1,2,2,38,1,2,1
"1277",73193,2,2,11,2,2,11,1,5,1,10434.109811,10631.797563,7,1,14,14,3.3,4,4,0,2,2,2,45,2,5,4
"1278",73194,2,2,12,4,2,12,1,6,1,18446.289779,20298.089077,10,1,15,15,5,4,4,0,2,2,1,46,1,4,1
"1279",73195,2,2,13,1,2,13,1,7,1,31153.886361,31614.077953,13,1,2,2,0.35,4,4,0,2,2,1,48,2,3,1
"1280",73196,2,1,11,2,1,11,1,5,1,22785.422367,23333.865246,1,1,10,10,3.04,4,4,0,1,2,1,22,1,5,5
"1281",73197,2,1,5,2,1,5,1,NA,2,24063.499317,24680.773411,15,1,3,3,0.44,5,5,1,1,2,2,37,2,2,6
"1282",73198,2,2,4,3,2,4,1,NA,1,56589.080291,55817.69691,13,1,77,77,NA,5,5,1,2,2,2,42,1,4,1
"1283",73199,2,1,3,5,2,3,1,NA,1,20903.438116,21118.516725,7,1,6,6,1.3,4,4,1,1,2,1,41,2,5,1
"1284",73200,2,1,10,4,1,10,1,4,1,24655.826054,26818.02518,14,1,6,6,1.7,3,3,0,1,1,1,78,1,2,2
"1285",73201,2,2,8,1,1,8,1,1,2,32654.750004,32837.444139,2,1,1,1,0,5,4,1,2,2,2,36,2,1,5
"1286",73202,2,1,12,4,1,13,1,6,1,28192.887493,28222.977112,14,1,5,5,0.74,6,6,2,2,2,1,31,1,4,1
"1287",73203,2,1,7,3,1,7,1,1,1,53363.363478,57476.408811,13,1,14,14,4.03,3,3,0,1,2,1,54,1,4,1
"1288",73204,2,2,5,3,2,5,1,NA,1,49511.148299,50547.557824,8,1,14,14,3.47,4,4,2,0,2,1,37,1,5,1
"1289",73205,2,2,14,4,1,14,1,8,1,31244.916004,32524.672354,1,1,10,10,2.44,5,5,1,3,2,2,55,1,4,77
"1290",73206,2,2,14,2,2,14,2,7,2,28043.220836,28334.869004,6,1,4,4,0.79,3,3,1,1,2,2,38,2,5,1
"1291",73207,2,2,14,1,1,14,1,9,1,35810.965668,35994.810006,2,1,5,5,1,4,4,0,2,2,1,40,2,2,1
"1292",73208,2,1,15,4,2,15,1,9,1,13350.96758,13460.851821,11,1,2,2,0.42,3,3,0,2,2,2,38,1,2,5
"1293",73209,2,1,12,3,1,12,1,4,1,82265.200268,86783.807465,4,1,7,7,1.61,4,4,0,2,2,1,33,1,4,1
"1294",73210,2,1,10,3,2,10,1,4,1,49073.519574,50757.771732,8,1,15,15,5,4,4,0,2,2,2,45,1,5,1
"1295",73211,2,1,9,3,1,9,1,2,1,35061.928256,43968.035759,14,1,15,15,5,7,7,0,4,2,2,40,1,5,1
"1296",73212,2,1,9,4,1,9,1,2,1,48862.775842,61878.561568,5,1,15,15,4.84,6,6,0,4,2,1,40,1,5,1
"1297",73213,2,2,5,2,2,5,1,NA,2,13042.203276,14117.475836,13,1,99,99,NA,4,4,2,0,2,1,35,2,4,1
"1298",73214,2,1,12,3,2,12,1,6,1,24452.104389,26859.646898,5,1,14,14,4.71,3,3,0,1,2,2,48,1,5,1
"1299",73215,2,2,12,3,1,12,1,5,1,48051.141725,47803.986352,5,1,10,10,2.59,5,5,0,4,2,2,38,1,4,3
"1300",73216,2,1,5,3,1,5,1,NA,1,59387.80535,60002.940872,4,1,5,5,0.95,4,4,1,1,2,2,42,1,4,1
"1301",73217,2,1,6,3,2,6,1,0,1,31559.340554,32723.574035,12,1,6,6,0.96,6,6,3,1,2,2,31,1,4,1
"1302",73218,2,1,3,1,1,3,1,NA,2,44549.987713,45258.810506,4,1,4,4,0.55,6,6,3,1,2,2,27,2,3,1
"1303",73219,2,2,9,4,2,9,1,2,1,20077.988353,20940.670859,12,1,1,1,0.04,5,5,0,3,1,1,60,1,2,1
"1304",73220,2,1,13,4,2,13,1,7,1,13350.96758,13365.21676,11,1,3,3,0.44,5,5,0,4,2,2,37,1,3,3
"1305",73221,2,1,10,3,1,10,1,4,1,40905.582965,42718.100603,14,1,15,15,5,3,3,0,2,2,2,38,1,5,4
"1306",73222,2,1,6,1,1,6,1,0,2,33045.950141,33438.380754,2,1,13,13,NA,7,7,1,4,2,1,36,2,1,1
"1307",73223,2,1,12,1,1,12,1,6,1,38697.635998,37757.295304,13,1,14,14,2.94,6,6,3,1,2,1,40,1,4,1
"1308",73224,2,2,14,4,2,14,1,8,1,13901.634255,14689.969598,7,1,8,8,2.17,4,4,0,2,2,1,36,1,4,1
"1309",73225,2,1,6,3,1,7,1,0,1,64806.257223,66949.382599,5,1,14,14,3.9,4,4,1,1,2,1,33,1,5,1
"1310",73226,2,1,7,1,1,7,1,0,2,33045.950141,33884.659195,2,1,7,7,1.74,4,4,0,2,2,1,43,2,1,1
"1311",73227,2,1,7,4,1,7,1,1,1,24655.826054,26002.177112,14,1,7,7,2.3,3,3,0,2,2,1,33,1,5,3
"1312",73228,2,1,4,5,2,4,1,NA,1,27327.278423,31633.901196,12,1,1,1,0,3,3,1,0,2,2,36,1,4,5
"1313",73229,2,1,4,2,1,4,1,NA,1,23545.185694,24149.164068,14,1,4,4,0.69,4,4,1,1,2,2,26,2,2,5
"1314",73230,2,2,10,1,1,10,1,4,2,33638.609161,34278.270212,2,1,5,5,0.87,4,4,0,2,2,1,31,2,1,1
"1315",73231,2,2,13,2,2,13,1,7,2,11107.942722,11223.4648,7,1,3,3,0.63,3,3,0,1,2,2,54,2,3,4
"1316",73232,2,2,9,1,1,9,1,1,2,23155.026333,24569.010358,14,1,2,2,0.5,3,3,0,2,2,2,43,2,1,4
"1317",73233,2,2,6,5,2,6,1,0,1,14578.765557,15058.267316,11,1,3,3,0.52,3,3,0,2,2,2,27,2,4,4
"1318",73234,2,2,10,3,2,10,1,2,1,45076.93129,46358.953326,6,1,1,1,0.1,2,2,0,1,2,2,46,1,2,5
"1319",73235,2,1,12,4,2,12,1,6,1,13350.96758,13883.201454,11,1,14,14,4.19,3,3,0,1,2,1,56,1,3,1
"1320",73236,2,2,4,3,2,4,1,NA,1,32204.277256,33020.656771,4,1,9,9,1.78,6,6,3,0,2,2,20,1,5,1
"1321",73237,2,1,8,5,2,8,1,2,1,18127.520868,18930.747444,10,1,14,14,3.33,5,5,0,3,2,2,42,2,1,1
"1322",73238,2,2,8,4,2,8,1,3,1,13811.013703,14404.425737,10,1,5,5,0.74,5,5,1,2,2,2,38,2,5,1
"1323",73239,2,2,4,3,2,4,1,NA,1,45520.07474,48138.46066,13,1,14,14,3.25,4,4,2,0,2,1,31,1,5,1
"1324",73240,2,2,6,3,1,6,1,0,1,46854.894838,48395.972127,13,1,7,7,1.37,7,6,1,2,1,1,61,1,4,1
"1325",73241,2,1,14,4,2,14,1,7,1,14092.688001,14107.728802,11,1,6,6,1.3,4,4,0,3,2,1,35,1,2,4
