"","seqn","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","ridexagy","dmdborn4","dmdeduc3","sialang","wtint","wtmec","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","dmdhhsiz","dmdfmsiz","dmdhhsza","dmdhhszb","dmdhhszf","dmdhrgnd","dmdhrage","dmdhrbr4","dmdhredu","dmdhrmar"
"1526",73442,2,2,8,3,2,8,2,2,1,41410.836674,41146.735329,8,1,15,15,5,6,5,1,2,2,1,46,2,5,1
"1527",73443,2,2,15,4,2,16,1,9,1,29043.445178,29808.787037,9,1,5,5,1.04,4,4,0,3,2,2,35,1,4,5
"1528",73444,2,1,14,3,2,14,1,7,1,36851.674629,39079.521063,6,1,15,15,5,5,5,0,2,2,2,54,1,3,1
"1529",73445,2,1,6,4,2,6,1,0,1,15189.201871,16018.620361,10,1,8,8,2.04,4,4,1,1,2,1,54,1,3,1
"1530",73446,2,2,11,3,1,11,2,4,1,47526.606045,47895.595331,3,1,5,5,0.63,7,7,0,4,2,2,36,2,4,1
"1531",73447,2,2,15,3,1,15,1,9,1,31637.337327,32407.741429,3,1,10,10,3.04,4,4,0,2,2,2,38,1,4,1
"1532",73448,2,1,5,1,1,5,1,NA,2,23354.163437,23413.264906,3,1,3,3,0.39,6,6,1,2,2,2,49,2,1,1
"1533",73449,2,2,5,4,2,6,1,NA,1,15960.491734,17486.989689,10,1,15,15,5,4,4,1,0,2,2,21,1,4,5
"1534",73450,2,1,8,4,2,8,1,0,1,21176.669897,22174.369735,12,1,2,2,0.35,4,4,0,3,2,2,31,1,4,4
"1535",73451,2,2,11,2,1,11,1,5,1,31425.402495,33344.42502,15,1,7,7,1.61,4,4,0,2,2,1,42,1,3,1
"1536",73452,2,1,4,3,1,5,1,NA,1,41389.190258,42218.871952,13,1,14,14,3.69,4,4,1,1,2,1,38,1,5,1
"1537",73453,2,2,7,5,1,7,1,1,1,37167.990106,38390.461006,14,1,15,15,4.34,4,4,1,1,2,1,39,2,5,1
"1538",73454,2,2,15,4,1,15,2,9,1,29608.922294,37933.556736,15,1,5,5,0.63,7,7,2,3,2,1,36,2,4,1
"1539",73455,2,2,11,3,1,11,1,5,1,41812.414642,44542.704345,13,1,4,4,1.19,2,2,0,1,2,2,30,1,4,3
"1540",73456,2,2,7,3,1,7,1,1,1,67411.98296,68059.543909,2,1,6,6,0.81,6,6,0,4,2,2,35,1,4,6
"1541",73457,2,1,7,4,1,7,1,1,1,24655.826054,25817.439932,14,1,5,5,0.74,6,6,2,2,2,1,31,1,4,1
"1542",73458,2,1,14,5,2,14,2,8,1,14596.978477,15397.702952,7,1,12,12,NA,6,6,0,2,2,1,50,2,1,1
"1543",73459,2,1,10,4,2,10,1,4,1,13873.106684,15089.712409,10,1,6,6,1.48,4,4,0,1,2,2,46,1,2,1
"1544",73460,2,1,4,3,2,4,1,NA,1,49003.522576,49507.727167,6,1,9,9,2.6,4,4,1,1,2,1,30,1,3,1
"1545",73461,2,2,14,3,1,15,1,8,1,26539.751016,32958.090274,14,1,15,15,5,7,7,0,4,2,2,40,1,5,1
"1546",73462,2,1,6,5,2,6,2,0,1,19149.964563,24014.261867,10,1,9,9,1.17,7,7,1,4,2,1,36,2,3,2
"1547",73463,2,2,13,4,1,13,2,7,1,29608.922294,37933.556736,15,1,5,5,0.63,7,7,2,3,2,1,36,2,4,1
"1548",73464,2,1,4,4,1,4,1,NA,1,32670.405587,36320.296156,3,1,5,5,1.05,3,3,1,1,2,2,26,1,5,5
"1549",73465,2,2,10,2,1,10,2,4,2,23664.751155,24173.008639,15,1,6,6,0.97,6,6,0,3,1,2,35,2,4,4
"1550",73466,2,1,4,3,1,4,1,NA,1,49472.31198,48545.505682,5,1,15,15,5,4,4,1,1,2,1,33,1,5,1
"1551",73467,2,2,9,3,1,9,1,3,1,54686.954525,54338.183542,4,1,14,14,3.9,5,4,0,3,2,1,36,1,5,1
"1552",73468,2,1,3,3,2,3,1,NA,1,26055.354063,26323.441508,7,1,9,9,2.22,5,5,2,1,2,2,32,2,5,1
"1553",73469,2,1,4,2,1,4,1,NA,1,20402.896285,20727.521244,1,1,6,6,1.48,4,4,1,1,1,2,63,2,1,77
"1554",73470,2,1,5,3,1,5,1,NA,1,56653.808474,55592.465182,5,1,2,2,0.26,3,3,2,0,2,2,24,1,3,5
"1555",73471,2,1,15,3,1,16,1,9,1,52628.405492,55448.20306,4,1,7,7,1.74,4,4,0,1,1,2,68,1,2,2
"1556",73472,2,2,6,4,2,6,1,0,1,11070.195016,11545.843443,11,1,15,15,5,5,5,1,2,2,1,39,1,5,1
"1557",73473,2,1,15,3,2,15,1,9,1,29207.902012,32083.698082,12,1,7,7,2.1,3,3,0,1,2,1,55,1,5,1
"1558",73474,2,2,4,3,1,4,1,NA,1,54409.939524,55188.765749,4,1,3,3,0.52,4,4,2,0,2,1,28,1,3,6
"1559",73475,2,2,8,5,1,8,1,1,1,47526.606045,47895.595331,3,1,7,7,1.17,7,7,0,4,2,2,41,2,4,4
"1560",73476,2,1,14,3,1,14,1,7,1,52684.108015,55506.890089,12,1,9,9,2.6,4,4,0,2,2,1,47,1,4,1
"1561",73477,2,2,11,3,1,11,1,4,1,52114.209299,51781.84623,5,1,9,9,2.39,4,4,0,2,2,2,39,1,2,1
"1562",73478,2,1,6,4,2,6,1,0,1,15189.201871,15904.813169,10,1,4,4,0.56,5,5,1,2,2,1,29,1,4,1
"1563",73479,2,1,8,1,1,9,1,2,1,22616.542112,23190.551894,3,1,10,10,2.82,4,4,1,2,2,2,31,1,2,3
"1564",73480,2,2,12,3,2,13,1,6,1,32401.756638,32693.87174,8,1,15,15,5,6,6,0,4,2,2,48,1,5,1
"1565",73481,2,1,10,4,2,10,1,4,1,21176.669897,23033.763513,12,1,7,7,1.83,3,3,0,1,2,1,35,1,4,5
"1566",73482,2,2,5,1,1,5,1,NA,2,22805.882206,24318.203874,3,1,12,6,0.92,7,7,3,3,2,1,29,1,4,1
"1567",73483,2,2,14,3,2,14,1,8,1,29916.29912,30805.351651,9,1,7,7,1.87,4,4,0,1,2,2,46,1,2,1
"1568",73484,2,1,5,4,2,5,1,NA,1,32051.401096,35629.711252,9,1,8,8,1.68,6,6,2,1,2,2,30,2,3,1
"1569",73485,2,2,9,5,2,9,2,3,1,44519.207117,45785.367055,9,1,77,77,NA,3,3,0,1,2,1,50,1,5,1
"1570",73486,2,1,10,1,1,10,2,3,2,41836.540184,42898.355167,4,1,4,4,0.55,6,6,3,1,2,2,27,2,3,1
"1571",73487,2,2,12,3,1,12,1,5,1,50423.303697,50163.946895,5,1,15,15,3.7,5,5,0,3,2,1,43,1,2,1
"1572",73488,2,2,7,3,1,7,1,1,1,38290.064711,39549.441119,6,1,8,8,1.85,5,5,0,2,2,1,20,1,3,5
"1573",73489,2,1,11,1,1,11,1,5,2,21117.68899,21705.968399,14,1,13,13,NA,6,6,2,2,2,1,32,2,3,1
"1574",73490,2,2,6,2,2,6,1,1,2,24199.663423,24290.650845,8,1,3,3,0.31,7,7,1,4,2,2,52,2,1,1
"1575",73491,2,1,3,3,1,3,1,NA,1,52220.773756,52694.2571,5,1,6,6,1.43,4,4,2,0,2,1,23,1,4,1
"1576",73492,2,2,8,3,1,8,1,1,1,54629.134407,55818.589504,4,1,4,4,0.65,4,4,1,1,2,2,29,1,2,1
"1577",73493,1,1,13,4,NA,NA,1,7,1,14185.403054,0,11,1,15,15,5,6,6,1,2,2,1,58,1,5,1
"1578",73494,1,1,13,3,NA,NA,1,6,1,58476.006102,0,4,1,5,5,0.95,4,4,1,2,2,2,30,1,2,3
"1579",73495,1,1,9,3,NA,NA,1,3,1,31559.340554,0,12,1,15,15,4.34,4,4,0,2,2,2,36,1,5,1
"1580",73496,1,2,13,4,NA,NA,1,7,1,30528.773436,0,3,1,77,77,NA,3,3,0,1,2,2,50,1,3,3
"1581",73497,1,1,10,4,NA,NA,1,4,1,11675.963818,0,11,1,9,9,1.72,7,7,0,3,2,1,18,1,3,NA
"1582",73498,1,1,11,4,NA,NA,1,5,1,12024.191265,0,7,1,15,15,4.34,4,4,0,2,2,1,43,1,4,1
"1583",73499,1,2,8,4,NA,NA,1,2,1,11762.082204,0,11,1,15,15,5,6,6,1,2,2,1,58,1,5,1
"1584",73500,1,2,13,1,NA,NA,1,7,1,24508.926604,0,3,1,9,9,2.71,4,4,0,3,2,2,40,1,5,3
"1585",73501,1,2,9,5,NA,NA,1,3,1,31487.639886,0,15,1,8,8,1.43,7,7,0,2,1,1,65,2,1,1
"1586",73502,1,1,10,4,NA,NA,1,4,1,21176.669897,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1587",73503,1,2,14,3,NA,NA,1,8,1,35270.278867,0,6,1,15,15,5,3,3,0,1,2,1,52,1,3,1
"1588",73504,1,1,6,2,NA,NA,2,0,1,18137.795414,0,12,1,15,15,4.44,5,5,0,2,1,2,53,1,5,1
"1589",73505,1,1,4,3,NA,NA,2,NA,1,32531.598022,0,14,1,99,99,NA,3,3,1,0,2,2,43,1,5,1
"1590",73506,1,1,10,2,NA,NA,1,4,2,25431.339062,0,4,1,77,77,NA,4,4,0,2,2,1,40,2,3,1
"1591",73507,1,1,9,4,NA,NA,1,3,1,12950.603961,0,11,1,4,4,0.94,3,3,1,1,2,2,26,1,3,5
"1592",73508,1,2,15,4,NA,NA,1,9,1,27339.301503,0,1,1,9,9,2.6,4,4,0,2,2,1,44,1,4,1
"1593",73509,1,2,11,4,NA,NA,1,5,1,20077.988353,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1594",73510,1,1,8,4,NA,NA,1,2,1,21176.669897,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1595",73511,1,1,15,3,NA,NA,1,9,1,82265.200268,0,4,1,14,14,3.69,4,4,0,2,2,1,45,1,4,1
"1596",73512,1,1,4,4,NA,NA,1,NA,1,19600.794203,0,10,1,8,8,1.17,7,7,3,1,1,1,34,2,4,5
"1597",73513,1,2,6,3,NA,NA,1,0,1,27710.202027,0,5,1,5,5,1.05,3,3,0,2,2,2,35,1,4,4
"1598",73514,1,1,5,4,NA,NA,1,NA,1,28735.980092,0,15,1,1,1,0.2,2,2,1,0,2,2,35,2,3,5
"1599",73515,1,2,6,3,NA,NA,1,0,1,54686.954525,0,5,1,15,15,4.84,6,6,0,4,2,1,40,1,5,1
"1600",73516,1,2,7,3,NA,NA,1,1,1,27710.202027,0,5,1,5,5,1.05,3,3,0,2,2,2,35,1,4,4
"1601",73517,1,1,11,3,NA,NA,1,5,1,31559.340554,0,12,1,15,15,4.34,4,4,0,2,2,2,36,1,5,1
"1602",73518,1,2,15,3,NA,NA,1,9,1,32401.756638,0,8,1,15,15,4.44,5,5,0,2,2,1,50,1,4,1
"1603",73519,1,2,5,1,NA,NA,1,NA,2,32347.964347,0,2,1,4,4,0.65,4,4,2,0,2,2,36,2,4,1
"1604",73520,1,2,14,3,NA,NA,1,8,1,36512.159546,0,13,1,1,1,0.2,4,4,1,2,2,2,37,1,4,3
"1605",73521,1,1,9,5,NA,NA,1,3,1,38449.749099,0,9,1,7,7,2.1,3,3,1,1,2,2,44,1,5,4
"1606",73522,1,2,8,1,NA,NA,1,3,2,20616.946721,0,1,1,4,4,0.78,4,4,0,2,2,1,45,1,4,1
"1607",73523,1,2,5,4,NA,NA,1,NA,1,24362.968768,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1608",73524,1,1,11,1,NA,NA,1,5,1,20253.708771,0,1,1,4,4,0.59,5,5,2,2,2,2,42,2,2,4
"1609",73525,1,2,7,1,NA,NA,1,0,1,32654.750004,0,2,1,2,2,0.26,6,6,1,4,2,2,31,1,3,4
"1610",73526,1,1,9,3,NA,NA,1,2,1,37124.394624,0,14,1,15,15,5,3,3,0,1,2,2,30,1,5,1
"1611",73527,1,1,8,5,NA,NA,1,1,1,35861.490632,0,15,1,8,8,1.43,7,7,0,2,1,1,65,2,1,1
"1612",73528,1,1,15,3,NA,NA,1,9,1,29207.902012,0,12,1,6,6,0.97,6,6,1,2,2,1,45,1,3,1
"1613",73529,1,1,9,3,NA,NA,1,2,1,64806.257223,0,5,1,15,15,4.84,6,6,0,4,2,1,40,1,5,1
"1614",73530,1,2,7,4,NA,NA,1,1,1,44524.155647,0,5,1,15,15,4.84,6,6,0,4,2,1,40,1,5,1
"1615",73531,1,2,5,4,NA,NA,1,NA,1,14272.308378,0,11,1,15,15,5,6,6,1,2,2,1,58,1,5,1
"1616",73532,1,2,4,4,NA,NA,1,NA,1,24362.968768,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1617",73533,1,2,15,3,NA,NA,1,8,1,35641.237526,0,13,1,8,6,1.57,4,3,0,2,2,1,21,1,3,6
"1618",73534,1,1,4,4,NA,NA,1,NA,1,19600.794203,0,10,1,8,8,1.17,7,7,3,1,1,1,34,2,4,5
"1619",73535,1,2,4,2,NA,NA,1,NA,1,42337.92464,0,5,1,7,7,1.84,4,4,1,0,1,1,34,1,3,1
"1620",73536,1,2,5,1,NA,NA,1,NA,1,22210.105575,0,14,1,99,99,NA,5,5,2,2,2,1,30,2,3,1
"1621",73537,1,2,4,2,NA,NA,1,NA,1,32347.964347,0,2,1,10,10,2.82,4,4,2,0,2,1,28,1,4,1
"1622",73538,1,1,4,4,NA,NA,1,NA,1,17902.448816,0,10,1,7,7,1.39,6,6,1,2,2,2,38,1,4,4
"1623",73539,1,1,13,3,NA,NA,1,7,1,33854.53791,0,8,1,15,15,5,5,5,0,3,2,2,48,1,5,1
"1624",73540,1,2,6,2,NA,NA,1,0,1,25803.533987,0,9,1,8,8,2.57,3,3,0,1,2,1,52,1,4,3
"1625",73541,1,1,8,4,NA,NA,1,2,1,13873.106684,0,10,1,9,9,3.64,2,2,0,1,2,2,34,1,3,5
"1626",73542,1,1,3,2,NA,NA,1,NA,1,33125.648875,0,2,1,10,10,2.82,4,4,2,0,2,1,28,1,4,1
"1627",73543,1,1,13,3,NA,NA,1,8,1,36896.213409,0,13,1,4,4,0.65,4,4,0,3,2,2,34,1,4,3
"1628",73544,1,2,13,4,NA,NA,1,8,1,18051.405498,0,10,1,2,2,0.35,5,5,0,3,2,2,37,1,3,1
"1629",73545,1,1,6,3,NA,NA,1,0,1,47620.447942,0,13,1,6,6,1.52,3,3,0,1,2,2,41,1,3,1
"1630",73546,1,1,5,4,NA,NA,1,NA,1,32051.401096,0,9,1,7,7,2.1,3,3,1,1,2,2,44,1,5,4
"1631",73547,1,2,3,3,NA,NA,1,NA,1,53894.362182,0,6,1,14,14,3.47,4,4,2,0,2,1,37,1,5,1
"1632",73548,1,1,6,4,NA,NA,1,0,1,13873.106684,0,10,1,6,6,1.57,3,3,1,1,2,2,25,1,2,5
"1633",73549,1,2,12,4,NA,NA,1,6,1,25717.677124,0,12,1,4,4,0.34,7,7,3,4,1,2,35,1,3,5
"1634",73550,1,1,8,2,NA,NA,1,2,2,10000.450686,0,11,1,77,77,NA,3,3,0,1,2,1,30,2,3,1
"1635",73551,1,1,10,1,NA,NA,1,4,2,20253.708771,0,1,1,4,4,0.78,4,4,0,2,2,1,45,1,4,1
"1636",73552,1,1,12,4,NA,NA,1,6,1,14304.608121,0,11,1,1,1,0.09,5,5,0,1,1,2,64,1,9,5
"1637",73553,1,1,14,3,NA,NA,1,8,1,30590.606094,0,14,1,14,14,3.47,4,4,0,2,2,1,53,1,4,1
"1638",73554,1,2,6,4,NA,NA,1,0,1,14092.871125,0,10,1,2,2,0.35,5,5,0,3,2,2,37,1,3,1
"1639",73555,1,1,3,4,NA,NA,1,NA,1,15067.161913,0,11,1,6,6,0.97,6,6,3,1,2,1,27,1,3,5
"1640",73556,1,1,15,2,NA,NA,2,7,2,11399.708469,0,11,1,8,8,1.43,7,7,1,1,2,1,47,2,1,1
